fico_score,income,debt_to_income,num_open_trades,utilization_rate,inquiries_last_6m,loan_amount,term,apr,channel,product_type,employment_length,state,age,default_12m
612,189665,0.12,5,0.67,0,8709,36,22.12,Partner,Personal,15,FL,52,0
569,39449,0.66,19,0.17,7,44208,36,32.74,Direct,Home_Improvement,0,MI,35,1
625,25431,0.7,7,0.66,7,45311,60,15.07,Direct,Debt_Consolidation,38,MI,37,1
681,86544,0.59,10,0.74,10,31551,36,10.61,Direct,Debt_Consolidation,14,PA,22,1
744,94391,0.48,4,0.56,9,27019,36,31.3,Partner,Personal,14,Other,21,1
637,123434,0.55,7,0.72,5,15916,60,9.84,Mail,Personal,35,PA,47,1
685,141897,0.23,7,0.98,5,17663,60,14.18,Direct,Debt_Consolidation,30,NY,67,0
819,146190,0.46,0,0.56,0,41006,60,23.6,Direct,Personal,27,TX,29,0
673,193135,0.03,19,0.72,6,29205,60,13.81,Direct,Personal,22,TX,75,0
646,28078,0.28,12,0.11,0,24781,36,15.84,Direct,Debt_Consolidation,,NC,53,0
634,191945,0.11,7,0.15,8,42509,36,5.33,Direct,Debt_Consolidation,20,TX,70,0
754,46734,0.61,9,0.17,2,43315,36,18.12,Direct,Personal,26,NY,23,0
558,187604,0.26,9,0.72,1,15392,36,11.11,Direct,Personal,29,Other,59,0
736,178359,0.64,17,0.63,,46601,36,28.41,Mail,Debt_Consolidation,24,Other,44,1
689,126430,0.07,16,0.01,10,21020,36,22.26,Direct,Auto,8,Other,31,0
575,46688,0.05,9,0.68,4,32732,60,33.55,Direct,Personal,16,TX,53,0
599,166223,0.59,19,0.95,8,49004,36,10.92,Partner,Auto,16,CA,49,1
566,54192,0.51,9,0.06,9,7344,36,28.85,Partner,Personal,28,TX,27,1
689,162617,0.58,13,0.25,0,21348,60,21.56,Direct,Personal,3,TX,66,1
647,90468,0.45,6,0.54,1,1602,36,33.25,Mail,Business,5,CA,73,0
731,119675,0.59,12,0.09,9,28285,36,7.38,Direct,Debt_Consolidation,16,NC,50,0
818,88253,0.03,3,0.28,,43177,36,33.55,Direct,Auto,3,CA,53,1
562,138359,0.39,5,0.41,1,22513,36,30.02,Direct,Personal,18,TX,49,0
828,80167,0.23,13,0.66,3,45844,36,7.16,Mail,Personal,0,FL,65,0
667,51647,0.18,1,0.94,5,12730,60,33.32,Direct,Personal,36,MI,22,1
630,105050,0.14,9,0.78,4,12943,36,12.19,Mail,Personal,11,CA,49,1
839,145064,0.04,19,0.62,8,43221,36,15.94,Partner,Personal,30,FL,70,0
737,101968,0.24,15,0.72,0,23743,60,8.31,Mail,Home_Improvement,0,MI,53,0
641,133153,0.36,13,0.67,8,32462,60,21.48,Direct,Business,5,FL,66,1
623,86549,,13,0.2,8,44574,36,26.08,Partner,Personal,35,CA,42,0
637,130738,0.41,17,0.72,9,35121,36,7.46,Direct,Personal,28,NY,63,0
627,71027,0.09,0,0.26,5,17150,36,14.12,Partner,Personal,27,CA,71,0
723,164142,0.13,19,0.24,5,30528,36,31.37,Direct,Personal,26,CA,58,0
583,98728,0.06,11,0.76,0,47971,36,17.54,Direct,Personal,9,IL,53,1
574,70806,0.3,11,0.11,6,40197,60,20.03,Direct,Auto,19,OH,69,0
721,83841,0.14,11,0.7,8,45145,36,20.66,Direct,Personal,9,MI,48,1
783,90552,0.3,5,0.33,7,28287,60,8.85,Direct,Debt_Consolidation,3,Other,34,0
556,143915,0.44,8,0.24,1,4081,36,30.35,Direct,Auto,5,TX,30,1
663,38557,0.27,13,0.97,9,2469,36,31.39,Direct,Personal,5,TX,36,0
568,153956,0.76,7,0.48,1,11053,36,19.91,Partner,Personal,4,IL,38,1
822,68155,0.8,1,0.27,0,6338,60,5.36,Direct,Personal,0,IL,64,0
790,169183,0.68,15,0.39,5,5693,36,23.28,Direct,Personal,5,TX,22,0
609,58468,0.51,9,0.4,3,39699,36,20.83,Direct,Personal,,PA,75,1
602,88579,0.35,19,0.46,3,24026,36,25.56,Mail,Auto,32,GA,48,0
792,142588,0.62,11,0.74,1,6696,36,18.54,Direct,Auto,13,MI,41,1
563,82411,0.54,14,0.33,6,25143,60,27.52,Partner,Home_Improvement,17,IL,46,0
638,47839,0.46,13,0.4,4,24606,60,30.57,Direct,Home_Improvement,3,Other,47,1
628,172947,0.29,12,0.38,0,24582,36,7.06,Partner,Home_Improvement,20,NY,63,0
771,195932,0.75,10,0.22,4,46209,36,31.51,Partner,Personal,30,TX,73,0
669,121880,0.23,10,0.61,2,16945,36,12.73,Partner,Debt_Consolidation,23,IL,26,0
762,176264,0.15,7,0.07,3,8386,36,29.22,Mail,Debt_Consolidation,6,TX,67,0
681,190517,0.7,16,0.41,6,5464,36,24.3,Direct,Debt_Consolidation,19,PA,75,0
604,87901,0.05,18,0.42,6,25677,36,10.43,Partner,Business,30,PA,41,0
606,98954,0.5,14,0.3,10,7945,36,18.83,Partner,Auto,25,Other,68,1
755,38859,0.22,0,0.9,7,40942,36,24.26,Partner,Personal,24,Other,25,1
832,181527,0.1,13,0.35,4,25870,36,30.29,Partner,Personal,0,Other,26,0
612,140674,0.14,15,0.99,3,5626,36,31.27,Direct,Personal,5,NY,25,0
624,128570,0.64,2,0.31,6,10802,36,26.66,Partner,Home_Improvement,28,CA,64,1
677,177214,0.35,20,0.64,0,49577,36,33.7,Partner,Debt_Consolidation,1,PA,22,0
557,66699,0.29,10,0.96,0,47602,60,24.43,Direct,Auto,38,TX,24,1
839,194058,0.26,11,0.1,7,22471,36,23.09,Partner,Home_Improvement,28,Other,47,0
664,47443,0.46,18,0.05,5,33560,60,6.78,Direct,Personal,4,PA,36,0
815,146041,0.1,15,0.42,1,46707,36,27.17,Direct,Auto,1,CA,68,0
736,63018,0.3,15,0.4,6,16705,60,32.17,Direct,Auto,15,CA,37,0
641,72553,0.07,12,0.08,10,7454,36,18.22,Partner,Debt_Consolidation,16,CA,55,1
651,181616,0.54,19,0.27,5,40284,36,15.43,Partner,Debt_Consolidation,18,TX,66,0
745,67146,0.2,0,0.73,1,48716,36,19.79,Mail,Personal,38,IL,72,1
760,151948,0.29,0,0.44,4,48532,36,6.38,Partner,Home_Improvement,16,NY,72,0
692,184448,0.28,4,0.57,7,5955,60,22.2,Direct,Home_Improvement,8,NY,36,0
794,188741,0.08,12,0.23,4,10390,60,6.89,Direct,Debt_Consolidation,7,NY,74,0
646,59651,0.21,17,0.67,10,13311,36,23.29,Direct,Auto,11,TX,57,0
812,135975,0.13,12,0.02,1,34937,60,29.57,Direct,Home_Improvement,21,NY,29,1
838,141670,0.09,14,0.75,3,37163,60,13.4,Mail,Business,16,TX,36,0
797,142106,0.46,6,0.31,0,38877,36,29.81,Direct,Debt_Consolidation,24,NY,37,0
741,135784,0.31,16,0.72,3,18432,36,15.58,Partner,Auto,2,IL,60,0
766,156389,0.17,4,0.46,10,24574,60,27.56,Direct,Debt_Consolidation,21,FL,36,1
682,136307,0.46,0,0.96,7,47618,36,19.08,Partner,Debt_Consolidation,12,GA,38,0
839,154149,0.04,19,0.41,5,38255,36,13.59,Partner,Home_Improvement,32,MI,41,1
603,189832,0.72,17,0.24,1,29346,36,16.24,Direct,Home_Improvement,34,Other,71,0
845,108990,0.42,16,0.76,2,19156,36,25.91,Direct,Auto,4,NC,75,1
797,42955,0.77,9,0.17,7,27264,60,29.96,Partner,Debt_Consolidation,17,NY,38,1
817,110074,0.29,8,0.68,9,9436,36,34.86,Direct,Business,13,GA,22,0
740,110490,0.78,15,0.22,9,40621,36,24.26,Partner,Debt_Consolidation,31,Other,62,0
680,88034,0.71,5,0.22,8,8952,36,13.39,Partner,Home_Improvement,6,Other,73,0
762,157909,0.18,12,0.82,7,2069,36,33.91,Partner,Debt_Consolidation,28,Other,47,1
617,54642,0.17,1,0.19,8,22669,60,11.71,Mail,Home_Improvement,27,CA,52,0
674,84013,0.07,5,0.44,8,4751,60,31.39,Direct,Home_Improvement,29,Other,66,1
787,144181,0.16,16,0.94,,20011,36,10.67,Direct,Personal,35,IL,67,0
630,124449,0.6,13,0.41,7,25974,36,17.3,Direct,Personal,36,Other,34,1
565,185253,0.58,13,0.64,3,41212,36,13.04,Direct,Auto,3,GA,35,1
832,90176,0.14,16,0.82,1,29769,60,31.36,Direct,Debt_Consolidation,33,FL,65,0
683,133783,0.19,16,0.73,5,11762,36,14.82,Partner,Auto,2,CA,45,1
621,67541,0.51,12,0.44,2,28898,36,7.11,Partner,Business,6,NY,75,0
710,20402,0.26,15,0.0,9,7862,60,20.11,Direct,Debt_Consolidation,11,TX,56,1
799,75366,0.38,2,0.57,8,45571,36,30.81,Partner,Business,18,NY,43,1
654,190878,0.57,1,0.07,1,14615,36,21.31,Direct,Debt_Consolidation,8,FL,55,0
844,108695,0.38,9,0.8,6,16348,60,19.29,Partner,Personal,22,MI,72,0
564,41921,0.37,4,0.49,3,35568,36,10.08,Partner,Home_Improvement,6,Other,28,0
691,60349,0.69,16,0.95,8,6134,36,30.87,Direct,Personal,7,NY,37,1
644,114642,0.75,15,0.08,6,33546,36,14.16,Direct,Home_Improvement,6,FL,24,0
759,118575,0.35,3,0.18,9,18743,36,12.03,Partner,Debt_Consolidation,1,TX,66,0
842,148128,0.4,16,0.19,9,13801,60,10.55,Direct,Home_Improvement,4,NC,26,0
627,152725,0.42,14,0.49,7,14233,36,34.14,Direct,Personal,30,FL,37,1
647,173604,0.35,16,0.96,3,1129,36,31.27,Direct,Personal,32,PA,54,1
653,83565,0.54,1,0.25,9,18748,36,18.89,Partner,Business,31,MI,45,0
823,74412,0.23,6,0.77,0,29445,60,31.82,Direct,Personal,22,GA,45,0
636,46981,0.45,16,0.02,10,10440,36,11.53,Direct,Auto,32,MI,56,1
759,64958,0.49,6,0.12,1,42880,36,10.35,Direct,Debt_Consolidation,34,FL,33,0
671,98405,0.7,12,0.53,9,16656,60,7.93,Partner,Debt_Consolidation,7,NC,70,0
830,130121,0.47,17,0.21,10,3344,36,31.78,Partner,Debt_Consolidation,29,MI,67,0
688,110088,0.6,16,0.35,1,37952,60,31.35,Partner,Auto,35,FL,68,1
629,174661,0.03,16,0.75,,35930,36,30.62,Mail,Personal,8,OH,57,0
800,196002,0.02,11,0.68,7,17224,60,19.4,Partner,Home_Improvement,32,OH,73,0
819,95283,0.2,5,0.18,0,13998,36,32.25,Mail,Personal,7,PA,36,0
712,36428,0.67,7,0.41,6,24901,36,28.48,Partner,Personal,5,PA,72,1
665,193476,0.06,9,0.44,1,11836,36,5.99,Partner,Business,13,IL,49,0
796,173734,0.2,5,0.88,0,34102,36,21.29,Direct,Debt_Consolidation,36,IL,38,0
655,125816,0.52,13,0.26,10,13481,36,21.81,Direct,Personal,13,CA,63,1
835,74444,0.06,4,0.23,4,10599,60,25.48,Partner,Personal,30,TX,45,0
819,108390,0.01,20,0.49,0,41649,36,15.23,Partner,Debt_Consolidation,16,OH,34,0
714,179514,0.54,4,0.06,6,21089,36,13.83,Direct,Personal,38,TX,52,0
771,98735,0.48,11,0.69,5,11675,36,18.61,Direct,Debt_Consolidation,26,OH,33,1
555,190171,,0,0.48,2,26218,36,5.9,Direct,Auto,1,Other,34,0
632,61306,0.28,14,0.19,10,5436,36,8.25,Direct,Auto,19,NC,30,1
786,148036,0.76,12,0.93,3,23865,36,12.18,Direct,Home_Improvement,19,Other,66,0
835,150739,0.42,2,0.84,7,3298,60,19.5,Direct,Home_Improvement,13,GA,49,1
714,98446,0.24,7,0.18,0,35187,36,12.31,Partner,Personal,9,PA,64,0
551,154572,0.33,20,0.37,0,48836,36,7.03,Partner,Debt_Consolidation,24,PA,23,0
798,87918,0.23,18,0.59,8,8794,36,27.31,Partner,Home_Improvement,32,OH,75,0
699,40152,0.1,10,0.81,5,27252,36,19.33,Direct,Personal,33,Other,73,0
732,192070,0.31,6,0.82,5,11021,36,32.42,Direct,Debt_Consolidation,11,PA,45,0
768,55102,0.27,13,0.38,0,13718,36,32.31,Direct,Debt_Consolidation,24,Other,35,1
578,24693,0.0,8,0.49,6,41314,36,33.66,Partner,Personal,1,NY,55,0
842,32282,0.46,10,0.16,3,26033,36,28.78,Direct,Personal,5,NY,44,0
800,149373,0.34,13,0.27,8,4892,36,9.89,Mail,Auto,1,NC,61,0
638,75188,0.62,16,0.43,6,16663,60,18.34,Partner,Personal,33,TX,72,1
691,116180,0.37,4,0.89,6,44152,60,8.58,Direct,Business,16,GA,23,0
574,115027,0.72,6,0.36,10,35736,36,30.37,Mail,Debt_Consolidation,9,TX,30,0
791,176742,0.53,12,0.41,9,20454,36,14.76,Partner,Debt_Consolidation,6,Other,71,1
747,138278,0.37,17,0.47,3,30917,36,24.97,Direct,Home_Improvement,3,TX,62,0
785,43027,0.05,7,0.33,6,39848,36,29.94,Direct,Home_Improvement,31,TX,35,0
679,27280,0.38,19,0.95,0,1417,36,20.15,Partner,Debt_Consolidation,11,CA,63,1
807,162856,0.27,6,0.06,5,26809,36,11.91,Partner,Personal,23,NY,65,1
825,133274,0.63,15,0.14,3,29285,36,29.99,Direct,Home_Improvement,20,NY,24,0
713,103235,0.52,19,0.82,0,20189,60,16.51,Partner,Personal,22,CA,65,0
739,175846,0.04,6,0.92,2,2899,60,15.47,Direct,Debt_Consolidation,0,CA,35,1
822,164361,0.22,4,0.27,8,40294,36,6.86,Partner,Home_Improvement,39,Other,22,0
630,167050,0.58,17,0.19,4,14851,60,6.13,Direct,Auto,10,CA,46,1
836,114058,0.68,19,0.31,0,5645,36,8.77,Direct,Debt_Consolidation,37,Other,56,0
760,185099,0.56,6,0.89,1,12423,60,24.44,Direct,Personal,38,IL,69,0
578,79623,0.59,14,0.69,10,33950,60,5.87,Direct,Debt_Consolidation,28,NY,55,0
563,120263,0.27,18,0.46,3,42178,60,27.97,Direct,Auto,38,FL,49,1
625,86566,0.07,15,0.45,2,42862,36,21.26,Partner,Personal,36,MI,73,0
736,188049,0.41,20,0.65,10,33992,36,31.55,Direct,Business,12,NC,32,0
654,143781,,17,0.76,10,8521,36,9.58,Partner,Debt_Consolidation,21,IL,62,0
699,43277,0.64,1,0.81,8,34045,36,20.19,Direct,Debt_Consolidation,26,GA,53,1
591,174423,0.35,20,0.94,,40758,60,8.67,Partner,Auto,13,OH,51,0
699,28128,0.42,0,0.65,0,34659,36,28.76,Direct,Business,5,FL,63,1
836,153127,0.64,7,0.22,9,29382,36,23.32,Partner,Debt_Consolidation,30,NC,56,0
607,56448,0.58,15,0.57,9,33200,36,23.69,Direct,Personal,5,CA,64,0
561,84026,0.5,14,0.94,2,17147,36,10.19,Partner,Business,13,FL,55,1
841,56821,0.17,11,0.7,7,40470,60,22.66,Direct,Home_Improvement,16,NY,59,0
568,44773,0.2,17,0.83,6,7519,36,18.19,Mail,Home_Improvement,1,NC,42,1
668,105800,0.16,16,0.66,9,4686,60,16.67,Partner,Home_Improvement,,IL,59,0
776,83163,0.7,11,0.39,1,34673,60,27.17,Direct,Home_Improvement,39,GA,58,0
564,52604,0.28,19,1.18,7,13561,36,30.78,Mail,Auto,1,NC,62,0
570,156052,0.34,12,0.08,9,8001,36,15.84,Direct,Home_Improvement,36,OH,64,0
594,157437,0.26,3,0.96,0,17329,36,29.86,Direct,Debt_Consolidation,13,Other,45,0
694,57872,0.68,11,0.17,4,48648,60,30.81,Partner,Personal,5,Other,41,0
782,57647,0.44,13,0.01,7,15359,60,20.95,Partner,Personal,,OH,21,1
590,169657,0.77,6,0.08,4,21749,36,14.34,Direct,Debt_Consolidation,8,GA,54,1
838,166036,0.51,14,0.71,1,40912,36,17.63,Direct,Business,23,PA,62,0
674,129257,0.74,13,0.92,8,37360,36,6.55,Partner,Home_Improvement,23,TX,75,0
619,47407,0.69,11,0.41,3,7991,36,24.77,Partner,Personal,32,GA,72,0
609,95496,0.14,5,0.65,9,10524,60,8.18,Direct,Home_Improvement,28,PA,41,0
822,47503,0.13,8,0.92,9,17228,36,11.44,Direct,Debt_Consolidation,7,OH,55,0
833,194146,0.04,19,0.28,6,27916,36,11.77,Direct,Home_Improvement,24,MI,30,0
684,143380,0.76,0,0.66,9,25517,60,19.07,Direct,Personal,10,OH,68,0
734,47922,0.48,11,0.61,3,32410,36,16.04,Direct,Personal,13,NY,57,0
723,144244,0.16,4,0.37,3,15617,36,6.12,Mail,Personal,37,IL,62,0
839,81854,0.66,6,0.95,,4710,36,17.38,Partner,Business,,PA,63,0
646,65437,0.41,7,0.09,1,1361,36,23.33,Direct,Debt_Consolidation,38,Other,44,0
587,84680,0.56,14,0.8,2,2246,36,8.19,Direct,Auto,27,FL,61,1
833,75979,0.09,6,0.03,8,5865,36,33.39,Partner,Auto,7,PA,62,1
600,56627,0.11,1,0.68,1,19847,36,12.51,Partner,Personal,32,FL,32,0
788,72076,0.18,0,0.44,3,31563,36,11.39,Direct,Debt_Consolidation,19,MI,21,0
630,100879,0.79,16,0.9,5,42841,60,23.85,Direct,Personal,0,OH,72,0
768,175268,,4,0.22,10,30308,60,8.16,Direct,Home_Improvement,25,TX,49,0
554,169690,0.76,16,0.39,10,38680,36,7.58,Direct,Business,23,NY,65,0
802,199279,0.35,9,0.91,4,37843,36,33.33,Partner,Business,5,OH,52,0
734,91139,0.52,6,0.06,0,44909,36,27.21,Direct,Business,,NY,30,0
689,46697,0.08,15,0.65,4,41183,36,6.06,Partner,Debt_Consolidation,2,NY,50,1
623,161221,0.17,14,0.04,5,48667,36,33.58,Direct,Business,14,PA,72,0
847,187871,0.28,1,0.33,1,15336,36,16.66,Partner,Home_Improvement,9,NC,23,1
561,177098,0.05,9,0.82,6,46065,36,9.17,Direct,Personal,23,Other,46,0
762,54024,0.33,17,0.13,1,18760,36,24.5,Direct,Personal,20,NY,23,0
672,100058,0.7,2,0.5,10,7112,36,30.73,Mail,Debt_Consolidation,26,PA,71,1
795,77045,0.35,13,0.66,6,24068,60,8.62,Direct,Home_Improvement,36,NY,26,0
643,193009,0.5,16,0.39,6,14847,60,5.87,Partner,Home_Improvement,8,NY,28,1
638,188300,0.24,7,0.81,6,20598,60,5.07,Partner,Personal,28,NY,57,0
779,70287,0.17,12,0.16,4,47438,36,13.38,Direct,Debt_Consolidation,10,NC,73,1
691,20490,0.0,10,0.95,2,49182,60,12.74,Partner,Business,1,TX,40,0
636,21568,0.16,20,1.0,1,15733,36,30.05,Direct,Home_Improvement,32,TX,38,0
837,178671,0.28,2,0.22,2,28084,36,29.5,Partner,Home_Improvement,35,CA,43,1
799,122485,0.27,19,0.3,0,24859,36,10.64,Partner,Home_Improvement,,NC,68,0
628,81368,,10,0.3,7,27952,60,12.82,Mail,Debt_Consolidation,2,Other,65,1
641,149655,0.21,15,0.41,4,20508,36,8.51,Mail,Personal,32,TX,71,0
671,161721,0.4,13,0.45,10,36034,36,9.12,Partner,Debt_Consolidation,6,Other,30,0
696,28866,0.59,13,0.94,5,16369,36,6.25,Partner,Personal,31,Other,75,0
707,69433,0.4,8,0.29,1,49844,60,18.37,Direct,Personal,9,IL,53,0
680,112735,0.19,2,0.12,8,30769,36,18.66,Direct,Business,6,TX,65,0
813,39564,0.5,16,0.39,4,18603,36,15.39,Mail,Personal,3,PA,75,1
736,75510,0.19,14,0.1,5,39533,60,26.92,Partner,Personal,13,TX,71,0
735,188837,0.08,8,0.93,6,49396,36,5.82,Direct,Business,32,TX,36,0
779,100786,0.53,20,0.62,4,13446,36,21.74,Direct,Business,40,CA,28,0
794,50679,0.51,17,0.05,8,36059,36,30.04,Partner,Debt_Consolidation,31,FL,70,1
773,50769,0.35,20,0.32,5,5241,60,11.13,Mail,Home_Improvement,10,TX,46,1
842,96912,0.65,7,0.26,5,11770,36,28.13,Partner,Personal,40,GA,74,0
817,165583,0.73,6,0.05,10,44595,36,25.84,Direct,Auto,20,FL,33,1
724,193217,0.38,19,0.46,6,42753,36,9.01,Partner,Personal,8,TX,68,0
803,144262,0.26,12,0.39,6,15900,36,12.29,Direct,Home_Improvement,6,CA,48,1
762,196643,0.46,2,0.68,7,29408,36,5.08,Mail,Home_Improvement,34,CA,67,0
618,122660,0.71,16,0.92,5,46455,36,21.48,Partner,Home_Improvement,30,OH,28,0
805,150095,0.5,15,0.96,4,8777,60,14.29,Direct,Personal,38,FL,29,1
802,27180,0.64,6,0.14,0,36508,36,26.26,Mail,Auto,36,NY,60,1
771,105371,0.35,6,0.2,4,43597,36,22.6,Partner,Personal,6,GA,70,1
718,24266,0.12,0,0.81,5,13124,60,15.21,Partner,Personal,10,NY,39,0
588,102375,0.24,0,0.11,2,33821,60,5.08,Direct,Debt_Consolidation,11,PA,39,0
653,81085,0.46,12,0.57,,42470,36,9.97,Direct,Auto,20,TX,25,1
580,29001,0.17,5,0.18,10,11852,60,21.98,Direct,Debt_Consolidation,9,TX,38,0
836,101133,0.72,2,0.98,2,16386,36,20.2,Direct,Debt_Consolidation,12,GA,25,1
590,136938,0.32,6,0.11,0,10776,60,21.09,Partner,Home_Improvement,9,CA,58,0
727,24351,0.56,20,0.79,2,39757,36,8.98,Partner,Personal,26,MI,34,1
712,52300,0.75,8,0.91,10,42899,60,20.59,Direct,Auto,23,PA,49,1
611,124885,0.39,17,0.52,0,25222,36,20.7,Mail,Home_Improvement,5,NY,35,0
567,131489,0.13,14,0.17,9,32063,36,7.19,Direct,Home_Improvement,11,TX,31,0
785,185821,0.04,2,0.71,6,36984,36,27.93,Direct,Personal,28,MI,37,0
619,71332,0.72,16,0.88,7,4680,36,16.57,Direct,Personal,30,NC,61,1
570,144427,0.27,4,0.17,7,23427,60,20.26,Partner,Personal,25,TX,42,1
614,156751,0.43,1,0.27,4,29160,36,17.99,Partner,Debt_Consolidation,24,OH,68,0
604,59864,0.57,0,0.47,5,32405,60,6.92,Partner,Personal,7,NY,51,1
565,20476,0.76,20,0.86,5,45984,36,9.75,Partner,Debt_Consolidation,1,TX,50,0
805,39340,0.61,20,0.96,8,9291,36,11.91,Partner,Personal,12,NY,71,1
739,146161,0.67,1,0.56,1,33394,60,14.48,Partner,Personal,18,TX,51,0
713,115093,0.62,0,0.58,2,42363,60,17.5,Partner,Home_Improvement,23,MI,47,1
628,166143,0.58,4,0.33,9,31946,60,15.98,Direct,Debt_Consolidation,19,CA,74,0
808,33684,0.72,1,0.78,7,44035,60,34.72,Direct,Personal,14,TX,60,1
576,98570,0.75,17,0.88,4,3909,60,33.97,Mail,Personal,16,CA,33,0
798,168414,0.39,4,0.42,6,11201,36,14.71,Mail,Personal,2,GA,57,1
670,182794,0.16,11,0.27,10,39614,60,24.55,Direct,Personal,9,NY,60,1
660,65588,0.57,20,0.34,4,38677,36,12.7,Direct,Auto,23,PA,53,0
749,149398,0.35,7,0.26,10,7883,36,16.29,Direct,Debt_Consolidation,27,CA,40,0
557,37615,0.18,9,0.71,3,48500,36,22.6,Mail,Personal,16,IL,44,1
762,140246,0.65,4,0.88,0,16309,36,22.33,Partner,Business,7,Other,41,0
826,118319,0.65,4,0.29,10,15326,36,14.99,Partner,Personal,35,FL,63,0
776,133189,0.4,2,0.56,2,39882,60,31.09,Direct,Personal,4,TX,28,1
690,48859,0.33,19,0.2,6,41281,60,5.14,Direct,Personal,31,FL,42,0
676,120548,0.12,3,0.84,1,42257,60,10.22,Mail,Business,19,TX,53,0
833,85007,0.42,3,0.78,4,39137,36,10.28,Partner,Business,10,CA,25,0
677,92413,0.69,4,0.6,8,28282,36,14.05,Mail,Home_Improvement,36,TX,74,1
713,53709,,11,0.73,8,5634,36,33.59,Partner,Auto,2,CA,44,0
584,93588,0.01,3,0.73,10,28133,60,6.73,Direct,Personal,1,CA,22,0
756,148361,0.48,13,0.5,8,16168,36,13.87,Direct,Business,39,IL,47,1
576,191953,0.16,12,0.66,4,49386,60,20.41,Mail,Personal,0,TX,21,0
552,129131,0.74,17,0.21,5,33818,60,19.84,Direct,Auto,4,Other,63,0
677,148258,0.34,1,0.69,1,21975,36,5.3,Direct,Personal,21,NC,30,1
640,36758,0.56,9,0.5,8,21871,36,13.11,Partner,Home_Improvement,25,Other,23,1
592,51398,0.41,5,0.65,2,2837,36,29.19,Direct,Debt_Consolidation,8,TX,21,0
603,95095,0.52,5,0.88,4,2475,36,6.25,Direct,Home_Improvement,32,GA,36,0
740,103274,0.71,20,0.49,5,18035,36,34.91,Direct,Auto,20,Other,39,0
610,123724,0.47,14,0.72,3,26923,36,16.11,Direct,Home_Improvement,33,OH,23,1
758,156979,0.23,17,0.75,6,48317,36,14.5,Partner,Business,0,CA,73,1
726,129609,0.61,13,0.34,6,26972,36,12.18,Direct,Business,21,CA,37,1
786,102236,0.79,9,0.73,4,26940,36,25.95,Direct,Business,4,GA,23,1
705,133433,0.48,12,0.18,4,36145,60,24.08,Direct,Business,11,CA,34,0
752,121731,0.13,18,0.48,5,24483,36,25.88,Partner,Debt_Consolidation,8,IL,28,0
607,64191,0.28,3,0.64,1,15314,36,23.56,Partner,Debt_Consolidation,3,NC,57,0
707,36240,0.71,2,0.86,,45733,36,29.55,Direct,Debt_Consolidation,38,MI,69,0
712,49441,0.09,16,0.77,3,7195,36,33.44,Mail,Business,29,TX,44,0
768,88893,0.8,8,0.04,9,36900,36,24.74,Mail,Home_Improvement,15,TX,27,0
779,41483,0.14,3,0.99,10,34920,60,31.56,Partner,Auto,1,Other,54,1
650,98885,0.4,14,0.1,3,21194,36,25.67,Partner,Home_Improvement,29,Other,61,0
740,150459,0.35,10,0.01,0,49362,60,13.34,Partner,Personal,14,Other,61,0
578,109533,0.37,8,0.12,7,41618,36,24.83,Mail,Home_Improvement,19,FL,23,0
552,108319,0.12,13,0.57,8,49158,36,13.6,Partner,Personal,26,CA,58,0
589,98143,0.32,16,0.58,2,45625,36,31.09,Partner,Debt_Consolidation,30,CA,50,1
672,86162,0.13,3,0.89,6,28892,36,6.39,Mail,Debt_Consolidation,19,NC,68,0
604,27520,0.76,18,0.01,6,26803,60,31.95,Direct,Auto,39,FL,68,0
821,146369,0.45,14,0.54,1,5929,36,29.96,Direct,Debt_Consolidation,22,IL,61,0
615,120813,0.12,0,0.5,9,12086,36,34.75,Direct,Auto,25,MI,64,0
621,100144,0.47,16,0.06,9,24680,36,5.33,Direct,Personal,21,CA,40,1
785,168895,0.4,0,0.19,4,39309,36,27.83,Mail,Debt_Consolidation,16,CA,66,1
581,127742,0.38,7,0.21,6,27395,36,34.73,Direct,Auto,24,CA,27,1
687,167407,0.36,6,0.35,0,3691,36,28.6,Direct,Auto,36,NY,26,1
693,164669,0.35,6,0.09,10,28957,36,8.54,Direct,Debt_Consolidation,12,MI,25,0
790,36730,0.09,12,0.33,3,35655,36,31.38,Direct,Debt_Consolidation,11,CA,53,0
633,89860,0.23,8,0.94,8,33155,36,26.73,Partner,Personal,28,NY,39,0
553,176121,0.16,12,0.66,6,27347,36,6.86,Direct,Home_Improvement,10,MI,49,0
744,50652,0.16,3,0.39,8,42969,60,8.13,Mail,Home_Improvement,7,IL,64,0
560,138085,0.57,20,0.83,2,4027,60,33.07,Direct,Home_Improvement,9,FL,41,0
647,122413,0.42,18,0.76,0,39229,60,19.72,Direct,Debt_Consolidation,26,FL,49,1
596,57969,0.29,1,0.69,3,31948,36,28.99,Partner,Personal,20,NY,33,0
752,47646,0.31,6,0.73,8,14525,60,30.87,Direct,Business,31,GA,32,0
606,98146,0.46,18,0.73,8,40755,36,18.03,Direct,Auto,15,Other,54,0
552,95541,0.52,17,0.45,5,28224,36,9.3,Direct,Auto,28,NY,25,0
746,135888,0.31,10,0.04,6,4435,36,26.06,Direct,Debt_Consolidation,,FL,40,1
773,61453,0.16,3,0.11,8,11353,36,10.12,Mail,Home_Improvement,34,MI,28,0
785,49426,0.68,7,0.08,1,48308,60,18.02,Partner,Debt_Consolidation,22,TX,44,1
695,31559,0.18,1,0.61,7,37537,60,20.31,Direct,Personal,32,FL,72,0
